func_ov000_020773c0 kind:function(thumb,size=0x44) addr:0x2077360
_ZN7MapBase8vfunc_acEv kind:function(arm,size=0x4) addr:0x207f2e8
_ZN7MapBase8vfunc_78Ev kind:function(arm,size=0x8) addr:0x207f2ec
_ZN7MapBase8vfunc_7cEv kind:function(arm,size=0x8) addr:0x207f2f4
_ZN7MapBase8vfunc_80Ev kind:function(arm,size=0x8) addr:0x207f2fc
_ZN7MapBase8vfunc_84Ei kind:function(arm,size=0x28) addr:0x207f304
_ZN7MapBase18func_ov00_0207f38cEi kind:function(arm,size=0x38) addr:0x207f32c
_ZN7MapBase8vfunc_90Eiii kind:function(arm,size=0xdc) addr:0x207f364
_ZN7MapBase8vfunc_94Ev kind:function(arm,size=0x4) addr:0x207f440
_ZN7MapBase18func_ov00_0207f4a4EP5Vec2si kind:function(arm,size=0x98) addr:0x207f444
_ZN7MapBase18func_ov00_0207f53cEP5Vec2sPS_P5Vec3p kind:function(arm,size=0x4c) addr:0x207f4dc
_ZN7MapBase18func_ov00_0207f588EP5Vec2sPS_P5Vec2bi kind:function(arm,size=0xa8) addr:0x207f528
_ZN7MapBase18func_ov00_0207f630EP5Vec2sP5Vec3p kind:function(arm,size=0x64) addr:0x207f5d0
_ZN7MapBase13GetTileStartXEi kind:function(arm,size=0xc) addr:0x207f634
_ZN7MapBase13GetTileStartZEi kind:function(arm,size=0xc) addr:0x207f640
_ZN7MapBase11GetTileEndXEi kind:function(arm,size=0x10) addr:0x207f64c
_ZN7MapBase11GetTileEndZEi kind:function(arm,size=0x10) addr:0x207f65c
_ZN7MapBase13GetTileBoundsEP5Vec2bP4AABB kind:function(arm,size=0xac) addr:0x207f66c
_ZN7MapBase15GetClampedTileXEi kind:function(arm,size=0x28) addr:0x207f718
_ZN7MapBase15GetClampedTileYEi kind:function(arm,size=0x28) addr:0x207f740
_ZN7MapBase8GetTileXEi kind:function(arm,size=0x10) addr:0x207f768
_ZN7MapBase8GetTileYEi kind:function(arm,size=0x10) addr:0x207f778
_ZN7MapBase10IsInBoundsEP5Vec3p kind:function(arm,size=0x5c) addr:0x207f788
_ZN7MapBase11AddEntranceEP8Entrance kind:function(arm,size=0x7c) addr:0x207f7e4
_ZN7MapBase12FindEntranceEi kind:function(arm,size=0x64) addr:0x207f860
_ZN7MapBase18func_ov00_0207f924Ei kind:function(arm,size=0x10) addr:0x207f8c4
_ZN7MapBase18func_ov00_0207f934Ev kind:function(arm,size=0x14) addr:0x207f8d4
_ZN7MapBase18func_ov00_0207f948Ei kind:function(arm,size=0x10) addr:0x207f8e8
_ZN7MapBase10AddTriggerEP13TriggerParams kind:function(arm,size=0x150) addr:0x207f8f8
_ZN11TriggerBase8vfunc_08Ev kind:function(arm,size=0x4) addr:0x207fa48
_ZN7MapBase21GetTriggerBoundingBoxEiP4AABB kind:function(arm,size=0xb0) addr:0x207fa4c
_ZN11TriggerBase14GetBoundingBoxEP4AABB kind:function(arm,size=0x8) addr:0x207fafc
_ZN7MapBase23GetTriggerBoundingBoxesEiP4AABBi kind:function(arm,size=0xc8) addr:0x207fb04
_ZN7MapBase21GetOverlappingTriggerEP5Vec3p kind:function(arm,size=0x64) addr:0x207fbcc
_ZN11TriggerBase8OverlapsEP5Vec3p kind:function(arm,size=0x8) addr:0x207fc30
_ZN7MapBase11FindTriggerEi kind:function(arm,size=0x48) addr:0x207fc38
_ZN7MapBase22GetOverlappingTriggersEP5Vec3pPP11TriggerBasei kind:function(arm,size=0x78) addr:0x207fc80
_ZN7MapBase23IsTriggerTypeOverlappedEiP5Vec3p kind:function(arm,size=0x78) addr:0x207fcf8
_ZN7MapBase18AnyTrigger_func_0cEi kind:function(arm,size=0x64) addr:0x207fd70
_ZN11TriggerBase8vfunc_0cEv kind:function(arm,size=0x8) addr:0x207fdd4
_ZN7MapBase16Trigger_vfunc_08Ev kind:function(arm,size=0x44) addr:0x207fddc
_ZN7MapBase10AddTriggerEi kind:function(arm,size=0x108) addr:0x207fe20
_ZN7MapBase18func_ov00_0207ff88Ei kind:function(arm,size=0xd4) addr:0x207ff28
_ZN7MapBase18func_ov00_0208005cEiii kind:function(arm,size=0x10) addr:0x207fffc
_ZN7MapBase18func_ov00_0208006cEii kind:function(arm,size=0x10) addr:0x208000c
_ZN7MapBase18func_ov00_0208007cEii kind:function(arm,size=0x10) addr:0x208001c
_ZN7MapBase18func_ov00_0208008cEj kind:function(arm,size=0x10) addr:0x208002c
_ZN7MapBase7AddExitEP4Exit kind:function(arm,size=0xa4) addr:0x208003c
_ZN7MapBase18func_ov00_02080140EP4Exit kind:function(arm,size=0x1e4) addr:0x20800e0
_ZN12MapBase_Unk118func_ov00_02080324Eiii kind:function(arm,size=0x78) addr:0x20802c4
_ZN7MapBase8FindExitEiP4Exit kind:function(arm,size=0xd0) addr:0x208033c
_ZN7MapBase18AddCameraViewpointEP15CameraViewpoint kind:function(arm,size=0xa4) addr:0x208040c
_ZN7MapBase19FindViewpoint_Unk_4EcP15CameraViewpoint kind:function(arm,size=0xc0) addr:0x20804b0
_ZN7MapBase19FindViewpoint_Unk_0EiP15CameraViewpoint kind:function(arm,size=0xb8) addr:0x2080570
_ZN7MapBase19GetCurrentViewpointEP15CameraViewpointi kind:function(arm,size=0xf8) addr:0x2080628
_ZN7MapBase26GetCurrentViewpoint_Unk_00Ei kind:function(arm,size=0x54) addr:0x2080720
_ZN7MapBase8vfunc_b8Ev kind:function(arm,size=0x50) addr:0x2080774
_ZN7MapBase18func_ov00_02080824Eii kind:function(arm,size=0xac) addr:0x20807c4
_ZN7MapBase10AddUnk_130Ei kind:function(arm,size=0xe8) addr:0x2080870
_ZN7MapBase18func_ov00_020809b8Ei kind:function(arm,size=0xc0) addr:0x2080958
_ZN7MapBase18func_ov00_02080a78EP5Vec3p kind:function(arm,size=0x58) addr:0x2080a18
_ZN12MapBase_Unk218func_ov00_02080ad0EPP11TriggerBaseS2_ kind:function(arm,size=0x54) addr:0x2080a70
_ZN7MapBase18func_ov00_02080b24EP5Vec2b kind:function(arm,size=0x1e4) addr:0x2080ac4
_ZN7MapBase18func_ov00_02080d08Ei kind:function(arm,size=0x6c) addr:0x2080ca8
_ZN7MapBase8vfunc_bcEv kind:function(arm,size=0x4) addr:0x2080d14
_ZN7MapBase8vfunc_98Ev kind:function(arm,size=0x4) addr:0x2080d18
_ZN7MapBase8vfunc_c0Ev kind:function(arm,size=0x4) addr:0x2080d1c
_ZN7MapBase22TriggerOfType_vfunc_10Ei kind:function(arm,size=0x5c) addr:0x2080d20
_ZN11TriggerBase8vfunc_10Ev kind:function(arm,size=0x8) addr:0x2080d7c
_ZN7MapBase18func_ov00_02080de4Ev kind:function(arm,size=0x4) addr:0x2080d84
_ZN7MapBase18func_ov00_02080de8Ei kind:function(arm,size=0xf4) addr:0x2080d88
_ZN7MapBase18func_ov00_02080edcEv kind:function(arm,size=0x44) addr:0x2080e7c
_ZNSt6vectorIP11TriggerBaseED1Ev kind:function(arm,size=0x44) addr:0x2080ec0
_ZNSt6vectorIP11TriggerBaseE9push_backERS1_ kind:function(arm,size=0x30) addr:0x2080f04
_ZNSt6vectorIP11TriggerBaseE5eraseEPS1_S3_ kind:function(arm,size=0x64) addr:0x2080f34
_ZNSt6vectorI8EntranceED1Ev kind:function(arm,size=0x48) addr:0x2080f98
_ZNSt6vectorI8EntranceE9push_backERS0_ kind:function(arm,size=0x30) addr:0x2080fe0
_ZNSt6vectorI4ExitED1Ev kind:function(arm,size=0x48) addr:0x2081010
_ZNSt6vectorI4ExitE9push_backERS0_ kind:function(arm,size=0x30) addr:0x2081058
_ZNSt6vectorI15CameraViewpointED1Ev kind:function(arm,size=0x48) addr:0x2081088
_ZNSt6vectorI15CameraViewpointE9push_backERS0_ kind:function(arm,size=0x30) addr:0x20810d0
_ZNSt6vectorIP11TriggerBaseE11append_backEiPS1_ kind:function(arm,size=0x15c) addr:0x2081100
_ZNSt6vectorIP11TriggerBaseE16get_new_capacityEi kind:function(arm,size=0xcc) addr:0x208125c
_ZNSt6vectorI8EntranceE13decrease_sizeEi kind:function(arm,size=0x10) addr:0x2081328
_ZNSt6vectorI8EntranceE11append_backEiPS0_ kind:function(arm,size=0x18c) addr:0x2081338
_ZNSt6vectorI8EntranceE16get_new_capacityEi kind:function(arm,size=0xd0) addr:0x20814c4
_ZNSt6vectorI4ExitE13decrease_sizeEi kind:function(arm,size=0x10) addr:0x2081594
_ZNSt6vectorI4ExitE11append_backEiPS0_ kind:function(arm,size=0x1d8) addr:0x20815a4
_ZNSt6vectorI4ExitE16get_new_capacityEi kind:function(arm,size=0xd0) addr:0x208177c
_ZNSt6vectorI15CameraViewpointE13decrease_sizeEi kind:function(arm,size=0x10) addr:0x208184c
_ZNSt6vectorI15CameraViewpointE11append_backEiPS0_ kind:function(arm,size=0x1d4) addr:0x208185c
_ZNSt6vectorI15CameraViewpointE16get_new_capacityEi kind:function(arm,size=0xd0) addr:0x2081a30
func_ov000_02081b60 kind:function(arm,size=0x1c) addr:0x2081b00
func_ov000_02081b7c kind:function(arm,size=0x1c) addr:0x2081b1c
func_ov000_02081b98 kind:function(arm,size=0x1c) addr:0x2081b38
func_ov000_02081bb4 kind:function(arm,size=0x1c) addr:0x2081b54
func_ov000_02081bd0 kind:function(arm,size=0x48) addr:0x2081b70
func_ov000_02081c18 kind:function(arm,size=0x48) addr:0x2081bb8
func_ov000_02081c60 kind:function(arm,size=0x28) addr:0x2081c00
func_ov000_02081c88 kind:function(arm,size=0x48) addr:0x2081c28
func_ov000_02081cd0 kind:function(arm,size=0x48) addr:0x2081c70
func_ov000_02081d18 kind:function(arm,size=0x28) addr:0x2081cb8
func_ov000_02081d40 kind:function(arm,size=0x48) addr:0x2081ce0
func_ov000_02081d88 kind:function(arm,size=0x48) addr:0x2081d28
func_ov000_02081dd0 kind:function(arm,size=0x28) addr:0x2081d70
func_ov000_02081df8 kind:function(arm,size=0x44) addr:0x2081d98
func_ov000_02081e3c kind:function(arm,size=0x40) addr:0x2081ddc
func_ov000_02081e7c kind:function(arm,size=0x28) addr:0x2081e1c
func_ov000_02081ea4 kind:function(arm,size=0x8) addr:0x2081e44
func_ov000_02081eac kind:function(arm,size=0x8) addr:0x2081e4c
func_ov000_02081eb4 kind:function(arm,size=0x8) addr:0x2081e54
func_ov000_02081ebc kind:function(arm,size=0x8) addr:0x2081e5c
func_ov000_02081ec4 kind:function(arm,size=0x10) addr:0x2081e64
func_ov000_02081ed4 kind:function(arm,size=0x10) addr:0x2081e74
func_ov000_02081ee4 kind:function(arm,size=0x10) addr:0x2081e84
func_ov000_02081ef4 kind:function(arm,size=0x44) addr:0x2081e94
func_ov000_02081f38 kind:function(arm,size=0x14) addr:0x2081ed8
func_ov000_02081f4c kind:function(arm,size=0x4) addr:0x2081eec
func_ov000_02081f50 kind:function(arm,size=0x8) addr:0x2081ef0
func_ov000_02081f58 kind:function(arm,size=0x14) addr:0x2081ef8
func_ov000_02081f6c kind:function(arm,size=0x4) addr:0x2081f0c
func_ov000_02081f70 kind:function(arm,size=0x8) addr:0x2081f10
func_ov000_02081f78 kind:function(arm,size=0x8) addr:0x2081f18
func_ov000_02081f80 kind:function(arm,size=0x84) addr:0x2081f20
func_ov000_02082004 kind:function(arm,size=0x8) addr:0x2081fa4
func_ov000_0208200c kind:function(arm,size=0x8) addr:0x2081fac
func_ov000_02082014 kind:function(arm,size=0x70) addr:0x2081fb4
func_ov000_02082084 kind:function(arm,size=0x8) addr:0x2082024
func_ov000_0208208c kind:function(arm,size=0x14) addr:0x208202c
func_ov000_020820a0 kind:function(arm,size=0x1c) addr:0x2082040
func_ov000_020820bc kind:function(arm,size=0x14) addr:0x208205c
func_ov000_020820d0 kind:function(arm,size=0x1c) addr:0x2082070
_ZN10MapManager18func_ov00_020820ecEPi kind:function(arm,size=0x10) addr:0x208208c
_ZN10MapManager18func_ov00_020820fcEiii kind:function(arm,size=0x10) addr:0x208209c
_ZN10MapManager18func_ov00_0208210cEii kind:function(arm,size=0x200) addr:0x20820ac
_ZN10MapManager18func_ov00_0208230cEi kind:function(arm,size=0x3c) addr:0x20822ac
_ZN10MapManager18func_ov00_02082348Ei kind:function(arm,size=0x5c) addr:0x20822e8
_ZN10MapManager18func_ov00_020823a4Ei kind:function(arm,size=0x10) addr:0x2082344
_ZN10MapManager18func_ov00_020823b4Ev kind:function(arm,size=0x10) addr:0x2082354
_ZN10MapManager18func_ov00_020823c4EPii kind:function(arm,size=0x10) addr:0x2082364
_ZN10MapManager18func_ov00_020823d4Ei kind:function(arm,size=0x10) addr:0x2082374
_ZN10MapManager18func_ov00_020823e4Ei kind:function(arm,size=0x10) addr:0x2082384
_ZN10MapManager16MapData_vfunc_b4Ev kind:function(arm,size=0x18) addr:0x2082394
_ZN10MapManager16MapData_vfunc_9cEv kind:function(arm,size=0x18) addr:0x20823ac
_ZN10MapManager18func_ov00_02082424Ev kind:function(arm,size=0x30) addr:0x20823c4
_ZN10MapManager18func_ov00_02082454Eii kind:function(arm,size=0x40) addr:0x20823f4
_ZN10MapManager18func_ov00_02082494Ei kind:function(arm,size=0x38) addr:0x2082434
_ZN10MapManager18func_ov00_020824ccEi kind:function(arm,size=0x38) addr:0x208246c
_ZN10MapManager18func_ov00_02082504Ev kind:function(arm,size=0x34) addr:0x20824a4
_ZN10MapManager18func_ov00_02082538Ev kind:function(arm,size=0x5c) addr:0x20824d8
_ZN10MapManager18func_ov00_02082594Ev kind:function(arm,size=0x18) addr:0x2082534
_ZN10MapManager18func_ov00_020825acEv kind:function(arm,size=0x18) addr:0x208254c
_ZN10MapManager17GetCourseFilePathEPcS0_ kind:function(arm,size=0x20) addr:0x2082564
_ZN10MapManager18func_ov00_020825e4Eii kind:function(arm,size=0x30) addr:0x2082584
_ZN10MapManager18func_ov00_02082614Eii kind:function(arm,size=0x24) addr:0x20825b4
_ZN10MapManager16MapData_vfunc_b0Ev kind:function(arm,size=0x18) addr:0x20825d8
_ZN10MapManager18func_ov00_02082650Eiii kind:function(arm,size=0x10) addr:0x20825f0
_ZN10MapManager18func_ov00_02082660Eii kind:function(arm,size=0x10) addr:0x2082600
_ZN10MapManager18func_ov00_02082670Eii kind:function(arm,size=0x10) addr:0x2082610
_ZN10MapManager18func_ov00_02082680Eii kind:function(arm,size=0x20) addr:0x2082620
_ZN10MapManager18func_ov00_020826a0Eiii kind:function(arm,size=0x20) addr:0x2082640
_ZN10MapManager9CreateMapEiii kind:function(arm,size=0x100) addr:0x2082660
_ZN10MapManager10DestroyMapEv kind:function(arm,size=0x30) addr:0x2082760
_ZN10MapManager16MapData_vfunc_44Ev kind:function(arm,size=0x18) addr:0x2082790
_ZN10MapManager18func_ov00_02082808Ev kind:function(arm,size=0xb8) addr:0x20827a8
_ZN10MapManager16MapData_vfunc_7cEv kind:function(arm,size=0x20) addr:0x2082860
_ZN10MapManager16MapData_vfunc_84Ev kind:function(arm,size=0x18) addr:0x2082880
_ZN10MapManager18func_ov00_020828f8EPi kind:function(arm,size=0x10) addr:0x2082898
_ZN10MapManager20GetCourseData_Unk_b0Ev kind:function(arm,size=0xc) addr:0x20828a8
_ZN10MapManager18func_ov00_02082914Ei kind:function(arm,size=0x1b8) addr:0x20828b4
_ZN10MapManager18func_ov00_02082accEv kind:function(arm,size=0x10) addr:0x2082a6c
_ZN10MapManager18func_ov00_02082adcEv kind:function(arm,size=0x18) addr:0x2082a7c
_ZN10MapManager18func_ov00_02082af4Ev kind:function(arm,size=0x48) addr:0x2082a94
_ZN10MapManager18func_ov00_02082b3cEi kind:function(arm,size=0x1cc) addr:0x2082adc
_ZN10MapManager18func_ov00_02082d08Ev kind:function(arm,size=0x20) addr:0x2082ca8
_ZN10MapManager20GetCourseData_Unk_1cEv kind:function(arm,size=0xc) addr:0x2082cc8
_ZN10MapManager20GetCourseData_Unk_1dEv kind:function(arm,size=0xc) addr:0x2082cd4
_ZN10MapManager18func_ov00_02082d40Ev kind:function(arm,size=0x34) addr:0x2082ce0
_ZN10MapManager18func_ov00_02082d74Ei kind:function(arm,size=0x10) addr:0x2082d14
_ZN10MapManager18func_ov00_02082d84Ev kind:function(arm,size=0x98) addr:0x2082d24
_ZN10MapManager18func_ov00_02082e1cEPiS0_ kind:function(arm,size=0x250) addr:0x2082dbc
_ZN10MapManager18func_ov00_0208306cEv kind:function(arm,size=0xf0) addr:0x208300c
_ZN10MapManager18func_ov00_0208315cEPiS0_ kind:function(arm,size=0xe8) addr:0x20830fc
_ZN10MapManager18func_ov00_02083244EjPiS0_S0_ kind:function(arm,size=0x54) addr:0x20831e4
_ZN10MapManager18func_ov00_02083298EjPiS0_S0_ kind:function(arm,size=0x74) addr:0x2083238
_ZN10MapManager21GetCourseData_Unk_25cEv kind:function(arm,size=0xc) addr:0x20832ac
_ZN10MapManager18func_ov00_02083318Ei kind:function(arm,size=0x10) addr:0x20832b8
_ZN10MapManager18func_ov00_02083328Ev kind:function(arm,size=0x1c) addr:0x20832c8
_ZN10MapManager20GetCourseData_Unk_86Ev kind:function(arm,size=0xc) addr:0x20832e4
_ZN10MapManager20GetCourseData_Unk_87Ev kind:function(arm,size=0xc) addr:0x20832f0
_ZN10MapManager17Get_MapData_Unk28Ev kind:function(arm,size=0xc) addr:0x20832fc
_ZN10MapManager17Get_MapData_Unk2aEv kind:function(arm,size=0xc) addr:0x2083308
_ZN10MapManager18func_ov00_02083374Ev kind:function(arm,size=0x10) addr:0x2083314
_ZN10MapManager18func_ov00_02083384Ev kind:function(arm,size=0x10) addr:0x2083324
_ZN10MapManager13GetCourseMinXEv kind:function(arm,size=0xc) addr:0x2083334
_ZN10MapManager13GetCourseMinZEv kind:function(arm,size=0xc) addr:0x2083340
_ZN10MapManager13GetCourseMaxXEv kind:function(arm,size=0xc) addr:0x208334c
_ZN10MapManager13GetCourseMaxZEv kind:function(arm,size=0xc) addr:0x2083358
_ZN10MapManager18func_ov00_020833c4Ev kind:function(arm,size=0xc) addr:0x2083364
_ZN10MapManager18func_ov00_020833d0Ev kind:function(arm,size=0xc) addr:0x2083370
_ZN10MapManager18func_ov00_020833dcEv kind:function(arm,size=0xc) addr:0x208337c
_ZN10MapManager18func_ov00_020833e8Ev kind:function(arm,size=0xc) addr:0x2083388
_ZN10MapManager18Get_MapData_Unk_d0Ev kind:function(arm,size=0xc) addr:0x2083394
_ZN10MapManager18Get_MapData_Unk_d8Ev kind:function(arm,size=0xc) addr:0x20833a0
_ZN10MapManager17GetMapData_Unk_dcEP5Vec3p kind:function(arm,size=0x20) addr:0x20833ac
_ZN10MapManager17GetMapData_Unk_e8EP5Vec3p kind:function(arm,size=0x20) addr:0x20833cc
_ZN10MapManager17GetMapData_Unk_d0EP5Vec3p kind:function(arm,size=0x20) addr:0x20833ec
_ZN10MapManager18func_ov00_0208346cEP4AABB kind:function(arm,size=0x50) addr:0x208340c
_ZN10MapManager18func_ov00_020834bcEP5Vec3pii kind:function(arm,size=0x68) addr:0x208345c
_ZN10MapManager18func_ov00_02083524EP5Vec3pii kind:function(arm,size=0x3c) addr:0x20834c4
_ZN10MapManager18func_ov00_02083560EiPS_j kind:function(arm,size=0x10) addr:0x2083500
_ZN10MapManager18func_ov00_02083570Eii kind:function(arm,size=0x18) addr:0x2083510
_ZN10MapManager18func_ov00_02083588Ev kind:function(arm,size=0x1c) addr:0x2083528
_ZN10MapManager18func_ov00_020835a4Ev kind:function(arm,size=0x10) addr:0x2083544
_ZN10MapManager18func_ov00_020835b4Ev kind:function(arm,size=0x10) addr:0x2083554
_ZN10MapManager18func_ov00_020835c4Eii kind:function(arm,size=0x20) addr:0x2083564
_ZN10MapManager18func_ov00_020835e4EiPiS0_ kind:function(arm,size=0x10) addr:0x2083584
_ZN10MapManager18func_ov00_020835f4Ei kind:function(arm,size=0x10) addr:0x2083594
_ZN10MapManager18func_ov00_02083604Ei kind:function(arm,size=0x10) addr:0x20835a4
_ZN10MapManager18func_ov00_02083614Ei kind:function(arm,size=0x10) addr:0x20835b4
_ZN10MapManager14GetEntrancePosEP5Vec3pi kind:function(arm,size=0x40) addr:0x20835c4
_ZN10MapManager18func_ov00_02083664EP5Vec3pi kind:function(arm,size=0x58) addr:0x2083604
_ZN10MapManager18func_ov00_020836bcEjPi kind:function(arm,size=0x10) addr:0x208365c
_ZN10MapManager23GetTriggerBoundingBoxesEjP4AABBj kind:function(arm,size=0x10) addr:0x208366c
_ZN10MapManager18func_ov00_020836dcEii kind:function(arm,size=0x94) addr:0x208367c
_ZN10MapManager18func_ov00_02083770Eji kind:function(arm,size=0x10) addr:0x2083710
_ZN10MapManager18func_ov00_02083780Ei kind:function(arm,size=0x10) addr:0x2083720
_ZN10MapManager18func_ov00_02083790Ei kind:function(arm,size=0xb0) addr:0x2083730
_ZN10MapManager18func_ov00_02083840Ei kind:function(arm,size=0x88) addr:0x20837e0
_ZN10MapManager18func_ov00_020838c8Ei kind:function(arm,size=0x10) addr:0x2083868
_ZN10MapManager18func_ov00_020838d8Ei kind:function(arm,size=0x10) addr:0x2083878
_ZN10MapManager18func_ov00_020838e8EjPi kind:function(arm,size=0x10) addr:0x2083888
_ZN10MapManager18func_ov00_020838f8EPi kind:function(arm,size=0x10) addr:0x2083898
_ZN10MapManager18func_ov00_02083908EcPi kind:function(arm,size=0x10) addr:0x20838a8
_ZN10MapManager18func_ov00_02083918EiPi kind:function(arm,size=0x10) addr:0x20838b8
_ZN10MapManager18func_ov00_02083928EPci kind:function(arm,size=0x10) addr:0x20838c8
_ZN10MapManager18func_ov00_02083938Ei kind:function(arm,size=0x10) addr:0x20838d8
_ZN10MapManager18Set_MapData_Unk_16Eci kind:function(arm,size=0x10) addr:0x20838e8
_ZN10MapManager18func_ov00_02083958Ei kind:function(arm,size=0x10) addr:0x20838f8
_ZN10MapManager18func_ov00_02083968EjPc kind:function(arm,size=0x10) addr:0x2083908
_ZN10MapManager18func_ov00_02083978EiP5Vec3p kind:function(arm,size=0x3c) addr:0x2083918
_ZN10MapManager18func_ov00_020839b4Ei kind:function(arm,size=0x10) addr:0x2083954
_ZN10MapManager18func_ov00_020839c4Ei kind:function(arm,size=0x10) addr:0x2083964
_ZN10MapManager18func_ov00_020839d4Ev kind:function(arm,size=0x24) addr:0x2083974
_ZN10MapManager18func_ov00_020839f8Ev kind:function(arm,size=0x24) addr:0x2083998
_ZN10MapManager18func_ov00_02083a1cEP5Vec2bPS_P5Vec3p kind:function(arm,size=0x38) addr:0x20839bc
_ZN10MapManager18func_ov00_02083a54EiPS_iii kind:function(arm,size=0x130) addr:0x20839f4
_ZN10MapManager18func_ov00_02083b84Ev kind:function(arm,size=0x28) addr:0x2083b24
_ZN10MapManager18func_ov00_02083bacEv kind:function(arm,size=0x28) addr:0x2083b4c
_ZN10MapManager18func_ov00_02083bd4Ev kind:function(arm,size=0x28) addr:0x2083b74
_ZN10MapManager18func_ov00_02083bfcEv kind:function(arm,size=0x28) addr:0x2083b9c
_ZN10MapManager18func_ov00_02083c24Ei kind:function(arm,size=0x2c) addr:0x2083bc4
_ZN10MapManager18func_ov00_02083c50Ei kind:function(arm,size=0x2c) addr:0x2083bf0
_ZN10MapManager18func_ov00_02083c7cEP5Vec3pi kind:function(arm,size=0x6c) addr:0x2083c1c
_ZN10MapManager18func_ov00_02083ce8Ecccci kind:function(arm,size=0x14c) addr:0x2083c88
_ZN10MapManager18func_ov00_02083e34Ecci kind:function(arm,size=0x24) addr:0x2083dd4
_ZN10MapManager16MapData_vfunc_60Ev kind:function(arm,size=0x18) addr:0x2083df8
_ZN10MapManager18func_ov00_02083e70Ev kind:function(arm,size=0x70) addr:0x2083e10
_ZN10MapManager16MapData_vfunc_68Ev kind:function(arm,size=0x18) addr:0x2083e80
_ZN10MapManager18func_ov00_02083ef8EP5Vec3pS1_i kind:function(arm,size=0x4c) addr:0x2083e98
_ZN10MapManager18func_ov00_02083f44EP5Vec3p kind:function(arm,size=0x3c) addr:0x2083ee4
_ZN10MapManager16MapData_vfunc_6cEv kind:function(arm,size=0x18) addr:0x2083f20
